id,date,text,clean_text,label,confidence,char_len,word_len
5.42e+17,Mon Dec 08 00:31:06 +0000 2014,@Apple get your shit together I hate you,get shit together hate,negative,1.0,40,4
5.42e+17,Mon Dec 08 00:32:05 +0000 2014,"Ha, poor @apple trying to make its iPad and MacBook look useful in its commercials. Not even close to the power of @surface Pro 3",poor trying make ipad macbook look useful commercial not even close power pro,negative,1.0,129,13
5.42e+17,Mon Dec 08 00:32:24 +0000 2014,@apple new voice texting......how about just hit DIAL instead#whataconcept say no to #apple-aid,new voice texting hit dial insteadwhataconcept say apple aid,negative,0.6796,95,9
5.42e+17,Mon Dec 08 00:40:54 +0000 2014,Top Expert Consensus for $AAPL is Moderate Buy https://t.co/fVKriCdeDZ #NASDAQ #stocks #AAPL,top expert consensus aapl moderate buy nasdaq stock aapl,neutral,1.0,92,9
5.42e+17,Mon Dec 08 00:49:09 +0000 2014,"85 Ideas from 85 Years: Microchips, @google , @Walmart, @apple, junk bonds, the Pill and Singapore make the list. http://t.co/515obKajDK",idea year microchip junk bond pill singapore make list,neutral,1.0,136,9
5.42e+17,Mon Dec 08 01:00:28 +0000 2014,fuck type of shit is this @Apple @autocorrect @Siri http://t.co/5zyb6SUepz,fuck type shit,negative,1.0,74,3
5.42e+17,Mon Dec 08 01:02:43 +0000 2014,RT @mrtomeoni: Lol tryna figure out why this file say its from 1984? @tim_cook @apple @StephanieKMBC http://t.co/oxgYTgW3P7,lol tryna figure file say,neutral,0.6336,123,5
5.42e+17,Mon Dec 08 01:02:57 +0000 2014,@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR,dont delete music iphone payed good money,negative,1.0,70,7
5.42e+17,Mon Dec 08 01:07:37 +0000 2014,I just had 40% now I have 8% wtf @apple,wtf,negative,1.0,39,1
5.42e+17,Mon Dec 08 01:08:48 +0000 2014,WHY DID MY IPOD CHANGE THE ORDER OF THE SONGS IN THE PLAYLIST I ALWAYS LISTEN TO WHAT THE FLYING FUCK THIS ISNT OKAY @APPLE,ipod change order song playlist always listen flying fuck isnt okay,negative,0.6826,123,11
5.42e+17,Mon Dec 08 01:20:40 +0000 2014,Thanks @Apple store @RobinaTC for helping me out with my iPhone today! Great service with a smile. #Apple,thanks store helping iphone today great service smile apple,positive,1.0,105,9
5.42e+17,Mon Dec 08 01:21:01 +0000 2014,@apple you should make more emojis,make emojis,neutral,0.6774,34,2
5.42e+17,Mon Dec 08 01:24:38 +0000 2014,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that,autocorrect change muslim awesome okay,positive,1.0,84,5
5.42e+17,Mon Dec 08 01:30:04 +0000 2014,#AAPL:Exchange iPhone for Passport and Receive Up to $550...http://t.co/dIskJKI4Ch,aapl exchange iphone passport receive,neutral,1.0,82,5
5.42e+17,Mon Dec 08 01:32:49 +0000 2014,My phone turned off iMessage and won't let me turn it back on and oh yeah no message will load or send. Thanks @apple!,phone turned imessage wont let turn back yeah message load send thanks,negative,1.0,118,12
5.42e+17,Mon Dec 08 01:38:09 +0000 2014,ayo @Apple I think u should create a 'video message' option so when @CarlaBarlaCakes doesn't answer my facetime I can leave her a VIDEO MAIL,ayo think create video message option doesnt answer facetime leave video mail,neutral,1.0,140,12
5.42e+17,Mon Dec 08 01:42:35 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,1.0,139,7
5.42e+17,Mon Dec 08 01:47:10 +0000 2014,$AAPL to $120.00 before Christmas? Can't see the slid going any further. #AAPL,aapl christmas cant see slid going aapl,neutral,0.5138,78,7
5.42e+17,Mon Dec 08 01:47:26 +0000 2014,Thanks @Apple for getting the last word. http://t.co/AH8BIbz6pm,thanks getting last word,positive,0.6888,63,4
5.42e+17,Mon Dec 08 01:49:54 +0000 2014,@CarlaBarlaCakes @MoBiggaa @Apple snapchat?,snapchat,neutral,1.0,43,1
5.42e+17,Mon Dec 08 01:53:31 +0000 2014,my evolution on Apple products! @Apple http://t.co/VxYpHcuuFR,evolution apple product,neutral,0.6765,61,3
5.42e+17,Mon Dec 08 01:55:13 +0000 2014,@apple get your shit together.,get shit together,negative,1.0,30,3
5.42e+17,Mon Dec 08 01:55:33 +0000 2014,"@kodam13 and #blunderblock if fricking @Apple ever gets their act together!!!!
@AppStore we need Blunderblock by
@BrandiGlanville",blunderblock fricking ever get act together need blunderblock,negative,1.0,131,8
5.42e+17,Mon Dec 08 01:59:41 +0000 2014,@ikerscasillas currently googling on how to downgrade to Mavericks again thanks @apple,currently googling downgrade maverick thanks,negative,0.6538,86,5
5.42e+17,Mon Dec 08 02:04:36 +0000 2014,@AllenYork @CarlaBarlaCakes @Apple no a video message from missing my face time like you missed my call you leave a voicemail,video message missing face time like missed call leave voicemail,negative,0.5168,125,10
5.42e+17,Mon Dec 08 02:05:03 +0000 2014,@AllenYork @CarlaBarlaCakes @Apple you can already leave snap video messages in Apple txts but they go away in 2 mins if you don't watch,already leave snap video message apple txts away min dont watch,negative,0.7253,136,11
5.42e+17,Mon Dec 08 02:17:48 +0000 2014,@apple yo these new headphones i got with my 6 dont work so send me some new ones. Ill dm u my address,new headphone got dont work send new one ill address,negative,1.0,102,10
5.42e+17,Mon Dec 08 02:28:46 +0000 2014,MY TEXTING ISNT WORKING AND @VerizonWireless BLAMES @apple AND APPLE BLAMES VERIZON. SOMEONE FIX THIS. ITS BEEN 36 HOURS OF THIS CRAP.,texting isnt working blame apple blame verizon someone fix hour crap,negative,1.0,134,11
5.42e+17,Mon Dec 08 02:45:04 +0000 2014,#AAPL:Apple Could Pay Up To $1 Bln Penalty In IPod ITunes Antitrust Litigati...http://t.co/FjwnyKPXv3,aapl apple could pay bln penalty ipod itunes antitrust litigati,neutral,0.6509,101,10
5.42e+17,Mon Dec 08 02:48:50 +0000 2014,Excuse me @apple ... Why is there no Bat Signal emoji yet? Hmm?,excuse bat signal emoji yet hmm,negative,0.5697,63,6
5.42e+17,Mon Dec 08 02:54:06 +0000 2014,Yall need to fix this flicker/flash when I swipe up to close apps @Apple,yall need fix flicker flash swipe close apps,negative,1.0,72,8
5.42e+17,Mon Dec 08 02:58:07 +0000 2014,"Myths vs. Reality-Full Time #Trading http://t.co/JH7BMS1Kgb #stocks
#futures #forex #trader #es #aapl #gpro #eSignal http://t.co/bFnkHl3EYx",myth reality full time trading stock future forex trader aapl gpro esignal,neutral,1.0,140,12
5.42e+17,Mon Dec 08 02:58:10 +0000 2014,"For a limited time, the iBookstore is offering our eBook at the lowest price ever. http://t.co/I23zcKUoeW @Apple @iBooks",limited time ibookstore offering ebook lowest price ever,positive,0.6678,120,8
5.42e+17,Mon Dec 08 03:00:04 +0000 2014,#AAPL:Apple Pay faces challenge as two drug stores reject it...http://t.co/iqdLBVYEam,aapl apple pay face challenge two drug store reject,negative,0.5219,85,9
5.42e+17,Mon Dec 08 03:01:29 +0000 2014,First to own 2600 digital languages is the NEW leader of the Internet. .@Samsung  .@google .@apple .@Micromax_Mobile #onlinegaming  .@WoW_en,first digital language new leader internet onlinegaming,neutral,1.0,140,7
5.42e+17,Mon Dec 08 03:03:20 +0000 2014,MY COMPUTER IS NOT TURNING BACK ON HELP @APPLE,computer not turning back help,negative,0.6652,46,5
5.42e+17,Mon Dec 08 03:07:18 +0000 2014,Gonna be dreaming about my laptop.. If only @Apple would hurry the heck up..,gonna dreaming laptop would hurry heck,positive,0.5005,76,6
5.42e+17,Mon Dec 08 03:11:48 +0000 2014,Imovie screws up my project yet again. I really hate @apple,imovie screw project yet really hate,negative,1.0,59,6
5.42e+17,Mon Dec 08 03:18:26 +0000 2014,I hope no one ever cons me into getting another crappy @apple product again,hope one ever con getting another crappy product,negative,1.0,75,8
5.42e+17,Mon Dec 08 03:22:33 +0000 2014,There needs to be a Texas flag emoji @apple,need texas flag emoji,neutral,1.0,43,4
5.42e+17,Mon Dec 08 03:23:26 +0000 2014,RT @cl4yt0n_c00p3r: There needs to be a Texas flag emoji @apple,need texas flag emoji,neutral,0.6485,63,4
5.42e+17,Mon Dec 08 03:26:10 +0000 2014,@apple STOP TRYING TO BE LIKE SAMSUNG I CHOSE YOU AND NOT SAMSUNG FOR A REASON,stop trying like samsung chose not samsung reason,negative,0.7328,78,8
5.42e+17,Mon Dec 08 03:31:57 +0000 2014,The most #innovative company (#Apple) doesn't have an official #Twitter acct. for the company http://t.co/kcf5liWWF4. @apple @AppIeOfflciaI,innovative company apple doesnt official twitter acct company,negative,0.5107,139,8
5.42e+17,Mon Dec 08 03:33:52 +0000 2014,RT @cl4yt0n_c00p3r: There needs to be a Texas flag emoji @apple,need texas flag emoji,neutral,1.0,63,4
5.42e+17,Mon Dec 08 03:34:33 +0000 2014,fuck you @apple,fuck,negative,1.0,15,1
5.42e+17,Mon Dec 08 03:35:20 +0000 2014,RT @cl4yt0n_c00p3r: There needs to be a Texas flag emoji @apple,need texas flag emoji,neutral,0.697,63,4
5.42e+17,Mon Dec 08 03:51:06 +0000 2014,@apple I have been on hold for 30 minutes thank god I sold most of my stock is this comcast or apple?,hold minute thank god sold stock comcast apple,negative,1.0,101,8
5.42e+17,Mon Dec 08 04:01:23 +0000 2014,Got my iPhone 6 #iPhone6 #iPhone @apple  @AppStore,got iphone iphone iphone,neutral,0.6739,50,4
5.42e+17,Mon Dec 08 04:13:05 +0000 2014,@apple @drdre next big thing. Wireless earbuds. Aka earplugs with sound. Soundplugs,next big thing wireless earbuds aka earplug sound soundplugs,neutral,1.0,83,9
5.42e+17,Mon Dec 08 04:18:15 +0000 2014,Enjoyed #ApplePay ads by @Chase (w/@BleachersMusic) http://t.co/RaB5yNyU03 &amp; @WellsFargo http://t.co/cRGCTSsKa1 Where u at @CVSHealth? #AAPL,enjoyed applepay ad aapl,neutral,0.7595,144,4
5.42e+17,Mon Dec 08 04:28:25 +0000 2014,can we get a touch screen macbook @apple,get touch screen macbook,neutral,1.0,40,4
5.42e+17,Mon Dec 08 04:29:17 +0000 2014,RT @FrankThePilot: can we get a touch screen macbook @apple,get touch screen macbook,neutral,0.6544,59,4
5.42e+17,Mon Dec 08 04:30:07 +0000 2014,@apple please stop notifying me to 'upgrade iCloud storage' because I do not use iCloud enough to upgrade it nor would I pay for such things,please stop notifying upgrade icloud storage not use icloud enough upgrade nor would pay thing,negative,1.0,140,15
5.42e+17,Mon Dec 08 04:30:24 +0000 2014,RT @FrankThePilot: can we get a touch screen macbook @apple,get touch screen macbook,neutral,1.0,59,4
5.42e+17,Mon Dec 08 04:30:58 +0000 2014,@apple your freaking computer went psycho and ruined my life thanks a lot!!!,freaking computer went psycho ruined life thanks lot,negative,1.0,76,8
5.42e+17,Mon Dec 08 04:33:19 +0000 2014,RT @FrankThePilot: can we get a touch screen macbook @apple,get touch screen macbook,neutral,1.0,59,4
5.42e+17,Mon Dec 08 04:39:03 +0000 2014,hey @apple why won't you let me facetime claire stop being rude,hey wont let facetime claire stop rude,negative,1.0,63,7
5.42e+17,Mon Dec 08 04:40:29 +0000 2014,STUPID FUCKING IPHONE CHARGERS ARE STUPID AND BREAK TOO EASY FUCK YOU @APPLE,stupid fucking iphone charger stupid break easy fuck,negative,1.0,76,8
5.42e+17,Mon Dec 08 04:42:10 +0000 2014,RT @tschwettman: hey @apple why won't you let me facetime claire stop being rude,hey wont let facetime claire stop rude,negative,1.0,80,7
5.42e+17,Mon Dec 08 04:43:12 +0000 2014,@tschwettman @Apple THIS IS THE WORST DAY OF MY LIFE,worst day life,negative,0.6447,52,3
5.42e+17,Mon Dec 08 04:44:13 +0000 2014,Apple Inc (AAPL) Stock in Upward Trend After 'Explosive' Holiday Quarter ... http://t.co/fT0pET25SU #AAPL,apple inc aapl stock upward trend explosive holiday quarter aapl,neutral,0.6474,105,10
5.42e+17,Mon Dec 08 04:51:52 +0000 2014,@apple I wish camera on the side in next #iPhone and #landscapeTwitter on @twitter app in new #2015! #RD,wish camera side next iphone landscapetwitter app new,neutral,1.0,104,8
5.42e+17,Mon Dec 08 04:57:02 +0000 2014,Survey feedback on @Apple iWatch positioning as a fashion accessory over geek-centric gadget http://t.co/33xSmA4r9J http://t.co/LrpnZNR4rY,survey feedback iwatch positioning fashion accessory geek centric gadget,neutral,1.0,138,9
5.42e+17,Mon Dec 08 05:00:04 +0000 2014,#AAPL:Corporate Earnings to Contract; Short Apple: Best of Kass...http://t.co/59VMgqR0tH,aapl corporate earnings contract short apple best kass,neutral,1.0,88,8
5.42e+17,Mon Dec 08 05:04:23 +0000 2014,RT @FrankThePilot: can we get a touch screen macbook @apple,get touch screen macbook,neutral,1.0,59,4
5.42e+17,Mon Dec 08 05:08:46 +0000 2014,@cehajek @tschwettman @Apple ellyeah vine this is gonna be the worst day of my liiiiife ohhh yeaaaaah,ellyeah vine gonna worst day liiiiife ohhh yeaaaaah,neutral,0.6722,101,8
5.42e+17,Mon Dec 08 05:10:35 +0000 2014,"It's Sunday night, wanna watch #COMET online? If you're an @apple person then just head on over to @itunes. https://t.co/xTwFKIAHZV",sunday night wanna watch comet online youre person head,neutral,1.0,131,9
5.42e+17,Mon Dec 08 05:20:37 +0000 2014,"Congratulations to @Apple for firmly reasserting itself at the top of my most-hated corporations list today.

#justnotabumfluffbohemian",congratulation firmly reasserting top hated corporation list today justnotabumfluffbohemian,negative,0.71,135,9
5.42e+17,Mon Dec 08 05:26:58 +0000 2014,Live from the @Apple Ginza Store! #Applephania #photography #tech http://t.co/rk4eZE1g52,live ginza store applephania photography tech,neutral,0.7039,88,6
5.42e+17,Mon Dec 08 05:27:01 +0000 2014,Nice try @apple http://t.co/or4mMBkQIG,nice try,positive,0.6803,38,2
5.42e+17,Mon Dec 08 05:36:08 +0000 2014,my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple,computer slow right making want shoot someone god dam mac shouldnt hav deal,negative,1.0,124,13
5.42e+17,Mon Dec 08 05:38:14 +0000 2014,How do I log into iCloud on my phone? Not the cut down mobile version. Argh! Anyone know? @apple,log icloud phone not cut mobile version argh anyone know,negative,1.0,96,10
5.42e+17,Mon Dec 08 05:59:53 +0000 2014,really pissed at @apple . trying to edit video and can't convert files due to not having the mpeg 2 component anymore because of os update.,really pissed trying edit video cant convert file due not mpeg component anymore update,negative,1.0,139,14
5.42e+17,Mon Dec 08 06:00:13 +0000 2014,@apple all this despite the fact that the mpeg 2 component CAME WITH MY PURCHASE OF FINAL CUT PRO.,despite fact mpeg component came purchase final cut pro,neutral,0.6708,98,9
5.42e+17,Mon Dec 08 06:00:45 +0000 2014,"@apple but i can't use the component on my tcp install disc, due to the stupid os update. so now i have to pay 20 bucks to re-download it?!",cant use component tcp install disc due stupid update pay buck download,negative,1.0,139,12
5.42e+17,Mon Dec 08 06:01:15 +0000 2014,@apple so thanks for being greedy assholes who force me to pay to get something THAT I ALREADY FUCKING PAID FOR WITH FINAL CUT PRO.,thanks greedy asshole force pay get something already fucking paid final cut pro,negative,1.0,131,13
5.42e+17,Mon Dec 08 06:10:17 +0000 2014,I bet #SIRI @apple is better some peeps http://t.co/V19M9YnmAn,bet siri better peep,positive,0.7399,62,4
5.42e+17,Mon Dec 08 06:25:33 +0000 2014,honestly fuuuuccckkkk you @apple http://t.co/0aV4VreGUj,honestly fuuuuccckkkk,negative,1.0,55,2
5.42e+17,Mon Dec 08 06:28:00 +0000 2014,Am I the only one that thinks the @Apple MacBook Pro needs to have Touch ID?,one think macbook pro need touch,neutral,0.6632,76,6
5.42e+17,Mon Dec 08 06:36:17 +0000 2014,Could Apple Inc. Sell 24 Million Apple Watches in 2015? http://t.co/SLtEs6ZKFE #AAPL,could apple inc sell million apple watch aapl,neutral,1.0,84,8
5.42e+17,Mon Dec 08 06:37:03 +0000 2014,@Apple planning to strengthen #India presence with 500 stores across #cities and #towns http://t.co/FbJHxEl328,planning strengthen india presence store across city town,neutral,1.0,110,8
5.42e+17,Mon Dec 08 06:49:59 +0000 2014,@apple fuck yo shit,fuck shit,negative,1.0,19,2
5.42e+17,Mon Dec 08 06:55:28 +0000 2014,@Apple loses appeal to trademark 'app store' in #Australia http://t.co/cmfU7qfVWY,loses appeal trademark app store australia,negative,1.0,81,6
5.42e+17,Mon Dec 08 07:01:32 +0000 2014,@Apple When will you follow through &amp; equip #MacBooks with SIMs too? Can do well without SD Card reader #mobileoffice #innovation #Userstory,follow equip macbooks sims well without card reader mobileoffice innovation userstory,neutral,0.7315,144,11
5.42e+17,Mon Dec 08 07:07:16 +0000 2014,FUCK ALL FUCK IT ALL IM SOOOOO SLEEP FIX YOUR SHIT @APPLE,fuck fuck sooooo sleep fix shit,negative,1.0,57,6
5.42e+17,Mon Dec 08 07:11:02 +0000 2014,@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment,tbh annoyed apple shit moment,negative,1.0,64,5
5.42e+17,Mon Dec 08 07:17:40 +0000 2014,@jaureganoo @Apple i say we start a riot. or something. i can supply the pitchforks,say start riot something supply pitchfork,negative,0.6612,83,6
5.42e+17,Mon Dec 08 07:22:38 +0000 2014,"RT @uTunes3000: Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews",hitting belt deleted rival music ipod court hears musicnews,negative,1.0,129,9
5.42e+17,Mon Dec 08 07:28:47 +0000 2014,90% nd i aint even leave the house yet @apple water u doin fam,aint even leave house yet water doin fam,negative,1.0,62,8
5.42e+17,Mon Dec 08 07:30:14 +0000 2014,Could #Apple Inc. Sell 24 Million #AppleWatches in 2015? | The Motley Fool #aapl http://t.co/JA0hy8d4U3,could apple inc sell million applewatches motley fool aapl,neutral,1.0,103,9
5.42e+17,Mon Dec 08 07:47:26 +0000 2014,TheStreet:  Corporate Earnings to Contract; Short #Apple: Best of Kass #aapl http://t.co/vrsw8sPbpd,thestreet corporate earnings contract short apple best kass aapl,neutral,1.0,99,9
5.42e+17,Mon Dec 08 08:06:06 +0000 2014,Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc,thanks preview smartwatch fitnesstracker quantifiedself iot,positive,1.0,109,6
5.42e+17,Mon Dec 08 08:06:32 +0000 2014,RT @fakebananas: Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc,thanks preview smartwatch fitnesstracker quantifiedself iot,neutral,0.6722,126,6
5.42e+17,Mon Dec 08 08:12:40 +0000 2014,@apple is laughing its pants off with the school programs here in Australia. They even manage to wringe money out of the poorest of people,laughing pant school program australia even manage wringe money poorest people,negative,1.0,138,11
5.42e+17,Mon Dec 08 08:13:34 +0000 2014,Do not disturb setting so nice THX @apple,not disturb setting nice thx,positive,0.7437,41,5
5.42e+17,Mon Dec 08 08:15:34 +0000 2014,Photo: Yaaass. Shoutout to @apple.holidays and to @stevejobs for being amazing! #iPhone #stevejobs... http://t.co/6IObBn59MQ,photo yaaass shoutout holiday amazing iphone stevejobs,positive,1.0,124,7
5.42e+17,Mon Dec 08 08:28:41 +0000 2014,RT @fakebananas: Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc,thanks preview smartwatch fitnesstracker quantifiedself iot,positive,1.0,126,6
5.42e+17,Mon Dec 08 08:37:37 +0000 2014,@edwardkb haha iPhone #autocorrectfail -- @apple not @Applebees !!,haha iphone autocorrectfail not,neutral,0.6941,66,4
5.42e+17,Mon Dec 08 08:38:04 +0000 2014,RT @fakebananas: Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc,thanks preview smartwatch fitnesstracker quantifiedself iot,neutral,0.7087,126,6
5.42e+17,Mon Dec 08 08:39:58 +0000 2014,S/o @apple for the headphones!,headphone,positive,0.6604,30,1
5.42e+17,Mon Dec 08 08:41:05 +0000 2014,Since Steve jobs left this world.. I have been having problems with my: #iphone5 #ipad2 #G5macpro @apple is done.. http://t.co/E4YLHjtK93,since steve job left world problem iphone ipad macpro done,negative,1.0,137,10
5.42e+17,Mon Dec 08 08:51:53 +0000 2014,Poor dudes out here gettin slandered because he wants to argue against @apple,poor dude gettin slandered want argue against,negative,0.4931,77,7
5.42e+17,Mon Dec 08 08:52:24 +0000 2014,RT @yungjoseg: Poor dudes out here gettin slandered because he wants to argue against @apple,poor dude gettin slandered want argue against,neutral,0.6806,92,7
5.42e+17,Mon Dec 08 09:01:55 +0000 2014,"Extra 5% Off on @Apple iPad Air using @Flipkart App  http://t.co/60WDEAHZg7

#flipkart #BigAppShoppingDays #apple #ipadair #iPad #offer",extra ipad air using app flipkart bigappshoppingdays apple ipadair ipad offer,neutral,0.7244,137,11
5.42e+17,Mon Dec 08 09:02:11 +0000 2014,Why @Apple Should Ditch TomTom and License Map Data from @HERE http://t.co/mBGyrvP0lB,ditch tomtom license map data,neutral,0.7364,85,5
5.42e+17,Mon Dec 08 09:08:20 +0000 2014,@apple when u gonna publish 64gb again to nationwide store i almost cry,gonna publish nationwide store almost cry,negative,0.6797,71,6
5.42e+17,Mon Dec 08 09:10:05 +0000 2014,"@Apple [#Apple]'s #iPhone6 China Unicom Lead. (#Monday, 8 #December) http://t.co/SLrkhghDPe",apple iphone china unicom lead monday december,neutral,0.7119,91,7
5.42e+17,Mon Dec 08 09:41:00 +0000 2014,My phone is so shitty even the time freezes @Apple http://t.co/7Mh7RMlqFX,phone shitty even time freeze,negative,1.0,73,5
5.42e+17,Mon Dec 08 10:13:24 +0000 2014,Wars and Battles is featured on the App Store in the category 'Best New Games' in 108 countries! @Apple Thanks! http://t.co/HTGO8T3Yj8,war battle featured app store category best new game country thanks,positive,0.6897,134,11
5.42e+17,Mon Dec 08 10:15:04 +0000 2014,#AAPL:Apple's iPhone 6 China Unicom Lead-Times...http://t.co/UGTZfd2Huj,aapl apple iphone china unicom lead time,neutral,1.0,71,7
5.42e+17,Mon Dec 08 10:29:01 +0000 2014,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/ktImoxWESr",happy monday camera fancy iphone plus suddenly stopped working weekend instead meme,negative,0.6331,138,12
5.42e+17,Mon Dec 08 10:37:49 +0000 2014,@Maine_Nitin Good morning! Looks like I'll be hanging at the @Apple store with the students and snowbirds sometime this week.,good morning look like ill hanging store student snowbird sometime week,neutral,1.0,125,11
5.42e+17,Mon Dec 08 10:40:29 +0000 2014,@stevewoz @apple apple stock has doubled since Steve jobs death and increased 15x since his return in the late 90s,apple stock doubled since steve job death increased since return late,positive,0.6807,114,11
5.42e+17,Mon Dec 08 10:43:08 +0000 2014,"@stevewoz @apple iPhone 6 the next iPhone will be out in 6 months making the the case 1,mm thicker would make sturdier and lens flush",iphone next iphone month making case thicker would make sturdier lens flush,neutral,0.7726,133,12
5.42e+17,Mon Dec 08 10:45:15 +0000 2014,Take the stress out of looking for Christmas presents &amp; get a 15% student discount at @Apple http://t.co/ulqHvLVzLY http://t.co/3VoUTa45gb,take stress looking christmas present get student discount,positive,1.0,142,8
5.42e+17,Mon Dec 08 10:52:28 +0000 2014,"Apple: $115 matches 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 on your #iPhone. #AAPL
https://t.co/pyU6cuTYrX",apple match increase earnings use eps iphone aapl,neutral,0.7481,115,8
5.42e+17,Mon Dec 08 11:21:14 +0000 2014,Apple's Best of the iTunes Store 2014: 'Elevate' and 'Pixelmator' Win Top App Honors http://t.co/4K31wjWouD #AAPL,apple best itunes store elevate pixelmator win top app honor aapl,neutral,0.7079,113,11
5.42e+17,Mon Dec 08 11:31:52 +0000 2014,"Apple could release 4-inch iPhone 6 Mini next year $AAPL #aapl
http://t.co/JlWfU8Jey4",apple could release inch iphone mini next year aapl aapl,neutral,0.6595,86,10
5.42e+17,Mon Dec 08 11:34:13 +0000 2014,"#Will the #IPhone6Plus Shortage Hurt @Apple [#Apple] This Christmas?. (#Monday, 8 #December) http://t.co/i1QB6uaRms",iphone plus shortage hurt apple christmas monday december,neutral,1.0,115,8
5.42e+17,Mon Dec 08 11:34:13 +0000 2014,"#18 #million iPHONE USERS HAVE NEVER BONKED to @Apple [#Apple]Pay. (#Monday, 8 #December) http://t.co/MVYxufAhD9",million iphone user never bonked apple pay monday december,negative,0.7079,112,9
5.42e+17,Mon Dec 08 11:35:45 +0000 2014,@SuzanneBoyd @Apple it stopped working? I would be screaming. I'm getting mine 12/24.,stopped working would screaming getting mine,negative,0.6873,85,6
5.42e+17,Mon Dec 08 11:37:42 +0000 2014,http://t.co/gRR3bUFPkS Follow @apple.holidays http://t.co/Z28vBvo3gy,follow holiday,neutral,1.0,68,2
5.42e+17,Mon Dec 08 11:39:39 +0000 2014,My ear deleted What's app during a phone call. @apple,ear deleted whats app phone call,neutral,0.6792,53,6
5.42e+17,Mon Dec 08 11:43:47 +0000 2014,"Will Apple Inc.'s Profit Margin Continue Upward? $AAPL #aapl
http://t.co/mK7jx2SlhF",apple inc profit margin continue upward aapl aapl,neutral,1.0,84,8
5.42e+17,Mon Dec 08 11:45:05 +0000 2014,#AAPL:Apple Exec Gets A Federal Prison Sentence For Taking Kickbacks On Leak...http://t.co/PTyctVo4ya,aapl apple exec get federal prison sentence taking kickback leak,negative,0.6631,101,10
5.42e+17,Mon Dec 08 11:49:16 +0000 2014,"#Will @Apple [#Apple] head back to #Jobs ideology with 4in #iPhone6s?. (#Monday, 8 #December) http://t.co/wpplCjgEYf",apple head back job ideology iphone monday december,neutral,1.0,116,8
5.42e+17,Mon Dec 08 11:56:49 +0000 2014,All they do is steal your money @apple :),steal money,negative,1.0,41,2
5.42e+17,Mon Dec 08 11:59:26 +0000 2014,"Apple Doesn't Need No Stinking Streaming Media Stick! $AAPL #aapl
http://t.co/HmXdZ9fzlC",apple doesnt need stinking streaming medium stick aapl aapl,negative,0.6894,89,9
5.42e+17,Mon Dec 08 12:00:05 +0000 2014,"#AAPL:UPDATE 1-Taiwan Nov export growth tops expectations, despite China wea...http://t.co/DwZ3UnxqPT",aapl update taiwan nov export growth top expectation despite china wea,neutral,1.0,101,11
5.42e+17,Mon Dec 08 12:00:06 +0000 2014,@Apple I give up. You beat me. Trying to manually add music to my iphone has left me a broken man. #itunes #apple,give beat trying manually add music iphone left broken man itunes apple,negative,0.6759,113,12
5.42e+17,Mon Dec 08 12:00:56 +0000 2014,@apple my app store aint working. y??,app store aint working,negative,1.0,37,4
5.42e+17,Mon Dec 08 12:10:23 +0000 2014,@SuzanneBoyd @Apple Is that a chic-filet mug he's holding? My daughter brought on these characters home that talks...absolutely hilarious.,chic filet mug he holding daughter brought character home talk absolutely hilarious,neutral,0.7658,138,12
5.42e+17,Mon Dec 08 12:12:41 +0000 2014,Lesson: Don't Fuck With @Apple! Apple exec has been given a year in prison for leaking information to Asian suppliers http://t.co/WO0ONrk0te,lesson dont fuck apple exec given year prison leaking information asian supplier,neutral,0.6635,140,12
5.42e+17,Mon Dec 08 12:21:38 +0000 2014,"#Alle #News zu #iPhone, #iPod und @Apple [#Apple] Watch. (#Monday, 8 #December) http://t.co/iO3m7jkK4t",alle news iphone ipod und apple watch monday december,neutral,1.0,102,9
5.42e+17,Mon Dec 08 12:21:42 +0000 2014,@apple ur products are shit they break 24/7 ur ruining my life,product shit break ruining life,negative,1.0,62,5
5.42e+17,Mon Dec 08 12:22:15 +0000 2014,@zoee_janoskians @Apple WHAT HAPPENED OMD,happened omd,neutral,0.6722,41,2
5.42e+17,Mon Dec 08 12:23:00 +0000 2014,@HlPSTALUKE @Apple one of you stepped on my phone last night and its smashed and doesnt work :),one stepped phone last night smashed doesnt work,negative,1.0,95,8
5.42e+17,Mon Dec 08 12:23:29 +0000 2014,@zoee_janoskians @Apple what the fuck show me,fuck show,negative,0.6616,45,2
